#id	redshift	IRAS3	PSW	SCUBA850
24	0.1	51.9808108766	0.353232648853	-0.0611320618806	
25	0.1	14.9226973772	0.130200441708	-0.039570707082	
26	0.1	122.981927108	0.986857112581	-0.260200115064	
27	0.1	160.975921923	1.2611871355	-0.31722051451	
20	0.1	57.0255420802	0.496955990651	-0.150762820901	
21	0.1	306.070120607	2.43658035563	-0.632691315205	
22	0.1	252.092049612	1.93861719624	-0.468910290937	
23	0.1	156.567265587	1.16448971542	-0.260998950879	
28	0.1	155.072485694	1.19420275204	-0.289732006644	
29	0.1	106.341758701	0.793396478871	-0.179162031632	
0	0.1	2414.38083562	16.9719662285	3.27052825205	
5	0.1	2524.98840649	21.487169271	6.27986054452	
6	0.1	79.9584316923	0.440408735873	-0.0152713760244	
11	0.1	229.993346537	1.60237259002	-0.300591509997	
10	0.1	990.717424662	8.5479205367	2.55358945164	
13	0.1	26.07074174	0.141730907413	-0.00357153721061	
12	0.1	43.4553969151	0.240089029701	-0.00888155771665	
15	0.1	208.211720974	1.81010567628	-0.547113995637	
17	0.1	171.375233432	1.23875484224	-0.258244353888	
16	0.1	480.496722002	3.75012817937	-0.935856729255	
19	0.1	19.3001204168	0.106822805328	-0.00409867231185	
18	0.1	59.4376994741	0.385261308345	-0.05564023498	
