#id	redshift	LSST-u	LSST-g	LSST-r	LSST-i	LSST-z	LSST-y	WFIRST_106	WFIRST_129	WFIRST_158	WFIRST_184	IRAS3
24	0.1	0.46779272686	1.80641844007	4.08777502619	6.54181577399	9.04134596007	11.4712919682	13.6934997688	17.9307094479	22.4658835478	27.3091478631	51.9808108766	
25	0.1	0.11065459052	0.174153656425	0.201686385417	0.275051479954	0.277568156604	0.331712465939	0.376625345379	0.429514991831	0.502140803324	0.584532800303	14.9226973772	
26	0.1	1.11161296119	2.41111614423	3.33385729551	4.43071740521	5.05048036505	5.95351322223	6.72541224951	7.89000027976	9.25368496272	10.7262409605	122.981927108	
27	0.1	1.49744932275	3.66300950453	5.58789429844	7.6682648933	9.13699647272	10.8720604618	12.3509124733	14.810824513	17.6644042094	20.7028226205	160.975921923	
20	0.1	0.423802757771	0.667790293958	0.774266917261	1.05539623915	1.06697565276	1.27509101004	1.44763449496	1.65179586185	1.93162352242	2.24863346239	57.0255420802	
21	0.1	2.80906181866	6.31009138015	8.88440904487	11.8267551023	13.5954143691	16.0259235506	18.1044798516	21.2917146201	25.0037989951	29.0072828138	306.070120607	
22	0.1	2.39488890304	6.32662173286	10.1869846713	14.2121767629	17.2995838466	20.680178805	23.5630607036	28.5458584204	34.2968575218	40.3845588227	252.092049612	
23	0.1	1.49621489422	4.45975733692	8.05980066552	11.7971478296	15.0565011643	18.3448776143	21.1955336795	26.4232348303	32.3114556738	38.4890249189	156.567265587	
28	0.1	1.454367568	3.82503540595	6.26689746584	8.85762008182	10.8995082111	13.1195864896	15.0285495337	18.3718833093	22.1891743053	26.2200972188	155.072485694	
29	0.1	0.989196297158	2.91542151182	5.37739872042	8.00139299787	10.3662702215	12.7806385893	14.9225632684	18.8590148353	23.2010291684	27.8082256619	106.341758701	
0	0.1	26.5249044835	52.2496969764	69.7081728232	89.8474850119	105.705870194	124.081964898	139.023594055	163.339075323	191.903119433	219.815727678	2414.38083562	
5	0.1	19.6318842805	31.7077226303	37.6022875897	50.7805136468	53.0485239022	63.3478532509	71.8144904778	82.6836473872	97.1112377223	113.043863241	2524.98840649	
6	0.1	1.02372147013	5.45965818525	11.2180690135	16.3294002494	21.0858046964	25.2764775916	28.661341637	35.1678571593	42.8321879367	50.9120296091	79.9584316923	
11	0.1	2.5405697573	8.98863855099	15.5698243497	21.5483909834	26.697672396	31.6728474984	35.8471119143	43.2237147897	51.7222621918	60.799070598	229.993346537	
10	0.1	7.50316200131	11.943335051	13.9820848774	18.9823999444	19.4712689123	23.2643601711	26.3966690451	30.2438009092	35.4407487686	41.2621100098	990.717424662	
13	0.1	0.218696880222	1.29715502503	3.60411733999	6.09880567554	8.79835942646	11.3476708918	13.6811588052	18.2416452154	23.0703451347	28.1890923131	26.07074174	
12	0.1	0.445143765325	2.42707585139	6.05811285901	9.75873134575	13.418777978	16.689884124	19.5476763789	25.2107440294	31.527318952	37.952844544	43.4553969151	
15	0.1	1.55445503132	2.45530290871	2.85351889023	3.88576678152	3.94262834303	4.71148535471	5.34827798532	6.10893694492	7.14768668554	8.32114814566	208.211720974	
17	0.1	1.70771811818	5.56341101787	10.3019413857	15.0379494889	19.1862538819	23.2261585245	26.6837584773	33.0945875816	40.4252480298	48.0842703647	171.375233432	
16	0.1	4.56875720491	11.1695968242	16.4116121839	21.9653960183	25.7191622958	30.3313640127	34.2730840916	40.5335318466	47.7624244319	55.5401023526	480.496722002	
19	0.1	0.143190486114	0.877413590279	2.53280905496	4.36986203123	6.40102247978	8.35875688391	10.2062562093	13.7704227288	17.4788345269	21.4961293371	19.3001204168	
18	0.1	0.572329312034	2.42827261257	5.55114141513	8.79931015026	12.0443861266	15.088854591	17.78595395	23.0112336119	28.7369415421	34.7144102781	59.4376994741	
